text,SDGs,SDG1,SDG2,SDG3,SDG4,SDG5,SDG6,SDG7,SDG8,SDG9,SDG10,SDG11,SDG12,SDG13,SDG14,SDG15,SDG16,SDG17,labels
"Peran kepemimpinan digital dalam mengembangkan inovasi model bisnis dan orientasi pengalaman pelanggan di industri 4.0. Industri 4.0 membawa tantangan baru bagi perusahaan-perusahaan yang sudah ada untuk mengantisipasi model bisnis baru yang ditawarkan oleh para pendatang baru. Transformasi digital diperlukan oleh perusahaan incumbent untuk mengembangkan inovasi pada model bisnis produk dan layanan berdasarkan orientasi pengalaman pelanggan. Untuk mendukung transformasi ini, pemimpin digital yang kuat menjadi penting untuk memastikan perkembangan transformasi ini. Penelitian mengenai peran kepemimpinan digital terhadap inovasi model bisnis dan pengalaman pelanggan belum banyak dieksplorasi. Oleh karena itu, penelitian ini bertujuan untuk menilai peran kepemimpinan digital, baik secara langsung maupun tidak langsung mempengaruhi orientasi pengalaman pelanggan dalam mengembangkan inovasi model bisnis. Penelitian ini dilakukan melalui survei terhadap 88 responden pemimpin senior dari perusahaan telekomunikasi di Indonesia, dimana aplikasi Smart-PLS digunakan untuk menganalisis data. Hasil penelitian menunjukkan bahwa kepemimpinan digital memiliki dampak langsung dan tidak langsung terhadap orientasi pengalaman pelanggan dalam mengembangkan inovasi model bisnis. Implikasi praktis dari temuan ini direkomendasikan untuk pemimpin senior manajemen industri telekomunikasi di Indonesia untuk memperkuat kemampuan kepemimpinan digital dalam hubungannya dengan pengembangan inovasi model bisnis dan orientasi pengalaman pelanggan. Penelitian lebih lanjut dapat dieksplorasi dengan memperluas sampel, industri, aplikasi statistik dan studi longitudinal. © 2019 oleh penulis; pemegang lisensi Growing Science, Kanada. Semua hak cipta dilindungi undang-undang.","['SDG9', 'SDG17']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
"Pelajaran yang dapat dipetik untuk meningkatkan tingkat keberhasilan startup digital. Tujuan: Tujuan dari makalah ini adalah untuk mengeksplorasi pelajaran yang dapat dipetik untuk meningkatkan tingkat keberhasilan startup berdasarkan studi kasus di Selurup, sebuah startup digital yang bergerak di bidang layanan pesan-antar makanan. Desain/metodologi/pendekatan: Untuk mengidentifikasi pelajaran yang dapat dipetik secara sistematis, dan makalah ini mengadopsi kerangka kerja kewirausahaan berbasis hipotesis. Dipandu oleh pertanyaan penelitian yang dijelaskan di bagian pendahuluan, pelajaran yang dipetik diuraikan dengan menggunakan wawancara dengan co-founder. Temuan Penelitian dalam makalah ini, pada akhirnya menyarankan perusahaan rintisan digital yang sedang berkembang untuk mengikuti kerangka kerja kewirausahaan berbasis hipotesis sebagai pendekatan terstruktur untuk menghadapi ketidakpastian ekstrem yang biasanya dihadapi oleh perusahaan rintisan. Keterbatasan/implikasi penelitian: Penelitian dalam makalah ini mengeksplorasi pelajaran yang dipetik hanya dari satu perusahaan rintisan. Akibatnya, pelajaran yang didapat mungkin tidak dapat mewakili semua startup di Indonesia. Implikasi praktis: Diharapkan pelajaran yang didapat dari penelitian ini dapat memberikan kontribusi positif untuk meningkatkan tingkat keberhasilan startup digital yang sedang berkembang. Orisinalitas/nilai: Penelitian ini secara akademis mengeksplorasi pelajaran yang dapat dipetik terutama dari perusahaan rintisan digital yang sedang berkembang, mengikuti kerangka kerja kewirausahaan yang digerakkan oleh hipotesis. © 2019, Institute of Advanced Scientific Research, Inc. Semua hak cipta dilindungi undang-undang.",['SDG17'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"Perbandingan Pendekatan dalam Sistem Pengelolaan Zakat. Lembaga zakat telah menjadi entitas penting dalam proses pengumpulan dan pendistribusian zakat secara efektif dan efisien. Meskipun demikian, jelas bahwa ada beberapa kesulitan yang memerlukan perhatian besar seperti transparansi, aksesibilitas, keadilan dan kompatibilitas karena konteks budaya, geografis dan politik. Tujuan dari makalah ini adalah untuk menganalisis pendekatan umum yang digunakan di berbagai negara melalui perbandingan praktik terbaik dalam mengelola dana zakat. Hal ini diharapkan dapat memberikan pemahaman yang lebih baik tentang proses bisnis dan visualisasi untuk tujuan perbaikan. Kontribusi dari penelitian ini ada dua, pertama, lembaga zakat, terlepas dari batasan atau batasan yang ada, harus mengidentifikasi kebutuhan utama dalam sistem pengelolaan zakat dengan fokus pada keselarasan antara model yang digunakan dan sistem aplikasi yang tepat. Kedua, temuan ini dapat memberikan wawasan tentang bagaimana lembaga zakat dapat lebih meningkatkan penggunaan teknologi dan menangani sumber daya manusia mereka untuk menghasilkan proses yang lebih efektif dan efisien. © 2019 Diterbitkan di bawah lisensi oleh IOP Publishing Ltd.",['SDG8'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Strategi untuk meningkatkan publikasi ilmiah perguruan tinggi di Indonesia. Tujuan: Makalah ini bertujuan untuk mencari strategi untuk meningkatkan kualitas publikasi ilmiah perguruan tinggi di Indonesia. Desain/ metodologi/ pendekatan: Penelitian ini menggunakan pendekatan kuantitatif dan kualitatif untuk membangun model konseptual dan strategi untuk meningkatkan kualitas publikasi ilmiah perguruan tinggi di Indonesia melalui pengujian hipotesis. Variabel yang dianalisis meliputi organisasi pembelajaran, berbagi pengetahuan, iklim penelitian, dukungan organisasi/institusi, dan kualitas publikasi ilmiah perguruan tinggi. Temuan: Berdasarkan hasil penelitian empiris, ditemukan bahwa terdapat hubungan yang signifikan antara organisasi pembelajaran, iklim penelitian, berbagi pengetahuan, dukungan organisasi/institusi, dan kualitas publikasi ilmiah perguruan tinggi. Keterbatasan/implikasi penelitian: Sampel penelitian sebanyak 200 perguruan tinggi swasta diperoleh dari sampel minimum penelitian yang menggunakan model persamaan struktural. Implikasi praktis: Temuan penelitian ini bermanfaat bagi manajemen perguruan tinggi dan dosen dalam meningkatkan kualitas publikasi ilmiah, sehingga dapat meningkatkan kualitas publikasi ilmiah Indonesia menjadi peringkat pertama di kawasan ASEAN. Keaslian/nilai: Penelitian ini memberikan kontribusi yang berarti karena masih sedikitnya penelitian tentang strategi peningkatan kualitas publikasi ilmiah di Indonesia. © 2019 oleh penulis.",['SDG17'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"Dokumen keamanan untuk gerbang parkir pintar berdasarkan kerangka kerja kriteria umum. Penelitian ini menggunakan Common Criteria Framework untuk merancang persyaratan keamanan yang lebih lengkap dari penelitian sebelumnya untuk gerbang parkir pintar. Common Evaluation Methodology (CEM) menyebutkan bahwa Common Criteria Framework harus menggunakan ISO 15408. Penelitian ini menggunakan ISO 15408 sebagai pedoman untuk menganalisa, merancang, dan mendokumentasikan kebutuhan keamanan sistem pada smart parking gate yang lebih lengkap dan komprehensif. Tahap awal dari Common Criteria Framework adalah menganalisa ancaman yang mungkin terjadi pada sistem. Penelitian ini mengacu pada analisis pohon ancaman yang ada pada ISO 15446 untuk mendapatkan daftar ancaman yang mungkin terjadi pada sistem. Berdasarkan analisis pohon ancaman, terdapat 6 ancaman pada sistem yang dibangun. Langkah selanjutnya adalah memetakan ancaman tersebut ke dalam tujuan keamanan dan mendapatkan 7 Security Objectives (SO). Pada akhir penelitian ini, dilakukan analisis kebutuhan fungsional keamanan untuk sistem yang mengacu pada referensi yang didapatkan pada tahap sebelumnya. Sehingga didapatkan 17 Security Functional Requirement (SFR). Ke-17 SFR tersebut dapat digunakan sebagai acuan dalam mengembangkan sistem pada smart parking gate untuk menangkal ancaman-ancaman yang telah diidentifikasi di tahap awal. © 2019 IEEE.","['SDG7', 'SDG9', 'SDG12']",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
"Memahami Opini Publik terhadap Model Bisnis Ekonomi Berbagi Baru Menggunakan Analisis Konten. Perhotelan, sebagai salah satu sektor dalam industri pariwisata, terus menunjukkan tren positif setiap tahunnya berdasarkan pendapatannya. Untuk memahami opini publik, metode lama seperti wawancara, kuesioner, dan metode lain yang memakan waktu masih banyak digunakan di sektor ini. Namun, metode ini kurang efisien dibandingkan dengan metodologi analisis data yang menggunakan data yang tersedia dari sumber online, seperti media sosial. Oleh karena itu, kita perlu melakukan penelitian untuk melihat metode yang lebih baik untuk memahami opini publik di sektor perhotelan. Ada banyak metodologi untuk mendukung analisis konten berdasarkan data yang tidak terstruktur untuk memahami opini publik. Pada penelitian ini, kami menggunakan metodologi analisis konten yang terdiri dari Analisis Sentimen, Pemodelan Topik, dan Analisis Jaringan Teks untuk memproses 483413 tweet yang diperoleh dari tanggal 7 Januari hingga 28 Maret 2017. Data twitter diperoleh dengan menggunakan bahasa pemrograman Python dan R. Keseluruhan proses penelitian ini terdiri dari pengumpulan data, praproses data, dan menginterpretasikan hasilnya. Kami menggunakan perangkat lunak Rstudio, Jupyter Notebook dan Gephi selama proses tersebut. Sebagai studi kasus di sektor perhotelan, kami menggunakan Airbnb sebagai salah satu model bisnis ekonomi berbagi yang memungkinkan orang lain untuk berbagi tempat tinggal dan mulai banyak digunakan oleh para pelancong di seluruh dunia. Tujuan kami adalah untuk memahami opini publik terhadap Airbnb sebagai model bisnis ekonomi berbagi berbasis online yang menjadi inovasi disruptif bagi industri pariwisata. Sebagai hasilnya, kami dapat menerapkan kombinasi metode analisis konten untuk memberikan pemahaman yang baik terhadap opini publik. Analisis Jaringan Teks memberikan kami kemampuan untuk meringkas percakapan berskala besar dengan cara yang sangat cepat dan real-time. Analisis ini memberikan pengetahuan dengan mengasosiasikan kata-kata yang paling sering digunakan dalam percakapan sosial. Analisis Sentimen menunjukkan perasaan dan emosi dari orang-orang tentang topik tertentu. Topic Modelling mampu menangkap topik-topik populer, sehingga memberikan pemahaman yang komprehensif tentang bagaimana orang bereaksi terhadap model bisnis baru. © 2019 IEEE.",['SDG9'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"Model Terintegrasi SCOR-BSC untuk Industri Pakaian Usaha Kecil Menengah Menggunakan Strategi Produksi Berbasis MTS di Indonesia. Usaha Kecil Menengah (UKM) di Indonesia terus berkembang. UKM telah terbukti mampu bertahan ketika Indonesia dilanda krisis pada tahun 1997. Namun, UKM memiliki beberapa kelemahan, salah satunya adalah kesulitan dalam mengembangkan usahanya. Oleh karena itu diperlukan pengukuran kinerja agar para pelaku UKM dapat melihat kinerja UKM mereka dan dapat melakukan perbaikan. Penelitian ini akan berfokus pada salah satu UKM yang bergerak di bidang industri pakaian jadi di kota Bandung. Penelitian ini juga berfokus pada bagian produksi yang menggunakan strategi make-to-stock sebagai strategi produksinya. Model SCOR-BSC terintegrasi digunakan sebagai dasar untuk menentukan KPI yang dibutuhkan oleh UKM pakaian. Hasil dari penelitian ini dapat menjadi dasar untuk pengembangan sistem monitoring. © Diterbitkan di bawah lisensi oleh IOP Publishing Ltd.",['SDG17'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"Mengapa perusahaan telekomunikasi di Indonesia menggunakan social media monitoring sebagai cara untuk menangani feedback? Perkembangan teknologi industri saat ini menjadi salah satu fenomena yang menyebabkan industri menggunakan social media monitoring dalam menangani feedback. Orang-orang yang bekerja di dalam sebuah industri, memiliki maksud dan tujuan yang sama dengan industri tersebut, yang biasanya berkaitan dengan visi dan misi industri tersebut. ""Baik praktisi maupun akademisi sepakat bahwa revolusi sosial yang terjadi melalui saluran digital akan berdampak besar pada bagaimana orang berinteraksi satu sama lain dan bagaimana perusahaan mengelola hubungan mereka dalam lanskap komunikasi yang terus berubah (Greenberg, 2010; Kletzmann dkk, 2011; Dennis dkk, 2009)"" (Jurnal Bisnis & Pemasaran Industri, Vol. 30). Dalam penelitian ini, Industri Telekomunikasi di Indonesia dipilih menjadi subjek penelitian. Peneliti memilih beberapa industri Telco yang memenuhi kriteria sesuai dengan standar kualifikasi dan kebutuhan yang telah ditentukan oleh peneliti sendiri. Hal ini menjadi sangat menarik - terutama di era digital, dimana perusahaan telah bertransformasi dari yang sebelumnya menggunakan metode konvensional dalam menangani feedback menjadi digital dengan menggunakan social media monitoring. Metode penelitian yang digunakan, meliputi studi literatur. Data yang digunakan dalam hasil penelitian ini, berupa pengumpulan data yang diperoleh dari rilis media, website, dan beberapa literatur seperti jurnal dan buku. Hasil yang diperoleh dari penelitian ini, meliputi analisis mengenai mengapa dan bagaimana industri menggunakan serta memanfaatkan pemantauan media sosial untuk menangani umpan balik. © 2019, Filosofi dan Praktik Perpustakaan.",['SDG17'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"Analisis kesenjangan situs web internet banking bank BUMN di Indonesia. Penelitian ini bertujuan untuk mendeskripsikan tingkat kualitas yang dirasakan oleh nasabah internet banking sebuah bank BUMN di Indonesia. Kami menggunakan teori Website Quality (WebQual) untuk penelitian ini. Dengan menganalisis kegunaan, kualitas informasi, dan interaksi layanan dari situs web internet banking, kami kemudian menginterpretasikan hasilnya dengan metode Analisis Kesenjangan. Dengan partisipasi 100 responden yang dikumpulkan dari seluruh Indonesia, kami menemukan adanya kesenjangan nilai antara kualitas aktual (kinerja) dan kualitas ideal (kepentingan). © 2019, IEOM Society International.",['SDG17'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"Pengembangan Desain Subsistem Daya Elektronik untuk Tel-Usat. Setiap satelit nano, termasuk Tel-Usat yang saat ini sedang dikembangkan oleh Telkom University, membutuhkan sumber daya listrik untuk menjalankan misinya. Oleh karena itu, sebuah subsistem yang disebut Electrical Power System (EPS) biasanya diberi tugas untuk mengambil dan mengelola sumber daya listrik. Salah satu permasalahan pada subsistem EPS adalah desain agar dapat bekerja dengan baik dan efektif untuk mengkonversi energi dari sinar matahari menjadi tenaga listrik. Pada makalah ini, dua buah desain EPS telah dilakukan dan diteliti. Kedua desain tersebut menggunakan dua konsep yang berbeda dimana model 1 menggunakan sepasang modul charger seri SPV1040 pada input sel surya sedangkan model 2 hanya menggunakan satu modul charger LT3652 pada titik yang sama. Hasilnya menunjukkan bahwa EPS model 2 memiliki kinerja yang lebih baik dalam kemampuan pengisian atau pengosongan meskipun rangkaiannya lebih kompleks daripada EPS model 1. © 2019 IEEE.",['SDG7'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Merancang pernyataan masalah penelitian. Tulisan ini bertujuan untuk memberikan pemahaman mengenai perancangan pernyataan masalah yang harus ada dalam setiap proposal penelitian atau karya ilmiah lainnya. Sebuah penelitian, mulai dari proposal hingga karya ilmiah, membutuhkan pernyataan masalah. Perancangan pernyataan program pada dasarnya selalu hadir dari kepentingan penelitian. Tujuan sebagai penjabaran dari pernyataan masalah akan dijabarkan melalui metodologi yang sesuai dengan jawaban yang akan diberikan terhadap kepentingan tersebut. Di era industri 4.0, pernyataan masalah dalam penelitian lebih mengedepankan inovasi atau perubahan untuk meningkatkan kesejahteraan. © 2019 Diterbitkan di bawah lisensi oleh IOP Publishing Ltd.",['SDG9'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"Efek dari partisi dan pembagian cache pada jaringan data bernama. Jaringan IP tidak efisien untuk mendukung komunikasi data. Modifikasi jaringan IP menjadi skema Content Distribution Network tidak dapat mengakomodasi mobilitas konsumen dan pola permintaan konsumen yang berubah secara dinamis. Oleh karena itu, Named Data Network diusulkan untuk fokus pada konten untuk komunikasi data. Router Named Data Network dilengkapi dengan content store untuk menyimpan data. Ukuran content store terbatas sehingga diperlukan teknik khusus untuk mengoptimalkan penggunaan content store dan menjaga kinerja NDN tetap baik. Pada penelitian sebelumnya, mayoritas memilih data yang akan disimpan di content store berdasarkan popularitas konten saja. Data yang populer akan diprioritaskan untuk disimpan di dalam content store dan data yang kurang populer akan dihapus dari content store jika sudah penuh. Teknik dasar ini dikenal sebagai 'teknik berbagi'. Teknik berbagi sulit untuk membedakan perlakuan terhadap data dengan lebih dari satu persyaratan klasifikasi. Padahal, diperlukan pembedaan perlakuan untuk kelas persyaratan yang berbeda, tidak hanya prioritas konten. Pada penelitian ini, simulasi dilakukan untuk menganalisis pengaruh kebijakan penyimpanan konten dengan teknik sharing dan teknik partisi. Teknik partitioning mengakomodasi penyimpanan data yang mempertimbangkan perbedaan kelas konten dan juga popularitas konten. Hasil simulasi menunjukkan bahwa teknik partisi memberikan rasio cache hit maksimum 36% lebih tinggi dibandingkan teknik berbagi, dilihat dari tingkat jaringan. Teknik partisi memungkinkan fleksibilitas pengaturan berbasis kelas untuk konten berdasarkan proporsi penyimpanan konten, sedangkan pada teknik berbagi, perbedaan cache hit rate untuk kelas konten tidak signifikan. © 2019 Internetworking Indonesia.",['SDG17'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"Pengembangan ekowisata Tasik Kenyir yang berkelanjutan dengan menggunakan sistem dinamik. Pengembangan ekowisata Tasik Kenyir yang berkelanjutan bergantung pada ketersediaan informasi spasial yang eksplisit mengenai kondisi dan tren ekosistem dan jasanya. Oleh karena itu, kami mengembangkan model dinamis interaktif Ekowisata Tasik Kenyir yang menghubungkan sistem ekologi dan ekonomi, dan menghasilkan dampak jangka pendek dan jangka panjang, serta menentukan arah pengembangan dan konservasi dalam kebijakan pembangunan Tasik Kenyir. Dalam penelitian ini, ekowisata Tasik Kenyir menghasilkan Kerangka Kerja Manajemen Makro untuk Dinamika Pariwisata Tasik Kenyir yang terdiri dari empat subsistem yang berbeda, yaitu; Aktivitas Wisata, Pengembangan Tasik Kenyir (infrastruktur dan aktivitas wisata), Limbah yang Dihasilkan dan Kelestarian Lingkungan (flora dan fauna). Model yang dikembangkan menunjukkan bahwa pengembangan ekowisata Tasik Kenyir yang berkelanjutan membutuhkan upaya dan wawasan yang berkelanjutan dan berkesinambungan untuk menciptakan keseimbangan antara pembangunan sosial, ekonomi dan lingkungan. © Springer Nature Switzerland AG 2019.","['SDG8', 'SDG12', 'SDG17']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
"Pemodelan Suhu Bawah Permukaan Terintegrasi di bawah Gunung Lawu dan Gunung Muriah di Cekungan Jawa Timur Laut, Indonesia. Suhu bawah permukaan memiliki banyak dampak pada fenomena geologi seperti pembangkitan hidrokarbon, energi panas bumi, mineralisasi, dan bahaya geologi. Cekungan Jawa Timur Laut memiliki berbagai fenomena menarik, seperti banyak ladang minyak, patahan aktif, letusan lumpur, dan beberapa gunung berapi yang aktif dan tidak aktif. Kami mengukur data temperatur dari puluhan sumur di sepanjang 130 km jalur survei dengan jarak rata-rata 5 km. Kami juga mengukur konduktivitas termal batuan dari berbagai litologi di sepanjang jalur survei untuk menyediakan data aliran panas bumi. Kami mengusulkan pemodelan terintegrasi untuk membuat profil suhu bawah permukaan di bawah jalur survei dari Gunung Lawu ke Gunung Muriah di Cekungan Jawa Timur Laut. Pemodelan suhu bawah permukaan mengintegrasikan berbagai data masukan seperti model konduktivitas termal, suhu permukaan, gradien suhu, model geologi, dan aliran panas bumi. Model konduktivitas termal mempertimbangkan model geologi bawah permukaan. Pemodelan temperatur menggunakan beda hingga dari hukum Fourier, dengan input model konduktivitas termal bawah permukaan, aliran panas bumi, dan temperatur permukaan. Profil suhu bawah permukaan beserta garis survei menunjukkan beberapa anomali menarik yang berkorelasi dengan aktivitas vulkanik bawah permukaan atau dampak dari aktivitas sesar. © 2019 Bagus Endar B. Nurhandoko et al.","['SDG7', 'SDG11', 'SDG17']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
"Risk-return melalui rasio keuangan sebagai penentu harga saham: Sebuah studi dari kawasan ASEAN. Tujuan dari penelitian empiris ini adalah untuk menganalisis risk-return melalui rasio keuangan sebagai faktor penentu harga saham di kawasan ASEAN. Untuk mencapai tujuan ini, perusahaan-perusahaan bisnis dari Malaysia, Indonesia, Thailand dan Singapura dipilih dengan sampel 10 perusahaan di setiap negara selama tahun 2012 hingga 2016. Teknik regresi berganda digunakan untuk menganalisis hubungan antara rasio keuangan dan harga saham. Hasil penelitian menunjukkan bahwa rasio lancar, rasio cepat, pertumbuhan aset, pengembalian aset, pengembalian ekuitas, pengembalian modal yang digunakan, dan rasio harga terhadap pendapatan merupakan faktor penentu yang signifikan terhadap harga saham. Meskipun penelitian ini merupakan tambahan yang masuk akal dalam literatur yang ada tentang rasio keuangan sebagai penentu harga saham. Namun, kontribusi penelitian ini dapat dilihat dengan menutup kesenjangan dari konteks kawasan ASEAN, yang kurang mendapat perhatian dari para peneliti dalam hal faktor penentu harga saham. Keterbatasan utama dari penelitian ini adalah terbatasnya jumlah sampel dan durasi waktu selama lima tahun. Selain itu, ada beberapa rasio yang tidak disertakan yang dapat dipertimbangkan kembali dalam penelitian selanjutnya. Rasio-rasio ini termasuk rasio utang, rasio pembayaran bunga, dan rasio biaya tetap yang tercakup juga. © 2019, Akademi Militer Jenderal Jonas Zemaitis Lithuania.",['SDG17'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"Pemetaan lintasan teknologi PV Silikon Kristal (c-Si) menggunakan analisis paten. Makalah ini merupakan makalah pertama yang mengidentifikasi perkembangan teknologi PV silikon kristal (c-Si) dengan menganalisis jaringan paten dan lintasan utama. Data yang digunakan adalah paten yang diberikan Amerika Serikat dari tahun 1976 hingga 2010, sehingga menghasilkan 1.100 data paten. Jaringan data kutipan paten dianalisis berdasarkan ukuran jaringan utama (yaitu jumlah node, kepadatan, sentralitas dalam derajat, dan sentralitas luar derajat) dan diikuti dengan mengembangkan lintasan jaringan. Analisis jalur utama diperoleh dengan menggunakan metode SPLC (Search Path Link Count) dan metode SPNP (Search Path Node Pair). Jalur utama selanjutnya dianalisis bersama dengan sub-jalurnya untuk memahami evolusi teknologi PV c-Si. Hasilnya menunjukkan bahwa: 1) teknologi sel surya c-Si memiliki kepadatan jaringan yang sangat rendah yang berarti paten-paten tersebut jarang terhubung satu sama lain, 2) Paten-paten yang terhubung merupakan perwakilan dari teknologi surya film tipis 'baru', 3) Paten yang paling banyak dikutip bukanlah bagian dari lintasan utama, yang berarti bahwa ada korelasi yang rendah antara paten dan pengembangan teknologi, 4) AS, Jepang, dan Jerman merupakan aktor utama dalam teknologi sel surya c-Si. AS dan Jerman diidentifikasi sebagai pelopor utama selama tahap awal teknologi ini, sementara Jepang muncul pada tahap selanjutnya, 5) Siemens adalah aktor utama dalam teknologi PV c-Si awal. © 2019, Jurnal Internasional Penelitian Energi Terbarukan.",['SDG7'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Sistem Pendaftaran Sekolah Berbasis Zona dengan Menggunakan Metode Modified k-Means Clustering. Tujuan utama dari metode pendaftaran sekolah berbasis zona adalah mengurangi jarak rumah siswa ke sekolah. Jadi, di antara variannya, siswa akan dialokasikan ke sekolah yang lokasinya dekat dengan lokasi rumah siswa. Sementara itu, salah satu masalah terbesar dalam metode ini adalah banyaknya siswa out of zone, yaitu siswa yang diterima di sekolah yang lokasinya berada di luar zonanya. Hal ini terjadi terutama ketika zonasi ditentukan secara statis. Pada penelitian ini, kami mengusulkan model penerimaan siswa baru berbasis zona dinamis untuk memenuhi variasi sebaran lokasi sekolah, sebaran lokasi siswa, dan daya tampung sekolah. Model ini dikembangkan berdasarkan metode k-means clustering dengan beberapa modifikasi. Model yang diusulkan ini kemudian diimplementasikan ke dalam simulasi penerimaan siswa baru berbasis zona untuk mengukur kinerjanya. Dalam simulasi ini, kinerja model yang diusulkan juga dibandingkan dengan model statis yang sudah ada. Pada simulasi ini, parameter yang disesuaikan adalah distribusi lokasi sekolah, distribusi lokasi murid, kapasitas sekolah, jumlah sekolah dan jumlah murid. Sementara itu, parameter yang diamati adalah rata-rata jarak rumah siswa ke sekolah dan rasio keberhasilan. Berdasarkan hasil pengujian, terdapat beberapa temuan. Model yang diusulkan menghasilkan rasio keberhasilan yang lebih tinggi dibandingkan dengan metode statis yang ada. Di sisi lain, metode statis yang ada menghasilkan rata-rata jarak rumah siswa ke sekolah yang lebih rendah daripada model yang diusulkan. Jumlah sekolah dan rata-rata kapasitas sekolah memiliki korelasi positif dengan rasio keberhasilan. Jumlah murid memiliki korelasi negatif dengan rasio keberhasilan. Variabel-variabel yang telah disesuaikan ini tidak mempengaruhi rata-rata jarak rumah siswa ke sekolah. © Medwell Journals, 2019",['SDG4'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Studi Kasus Sistem Manajemen Tempat Tinggal Asrama Universitas di Indonesia. Studi ini mengeksplorasi masalah dan tantangan yang dihadapi oleh beberapa universitas di Indonesia untuk memungkinkan, umumnya, mahasiswa tahun pertama untuk mendaftar di asrama baik secara online maupun offline. Adalah wajar jika calon mahasiswa memiliki harapan bahwa universitas menyediakan fasilitas yang sesuai dalam hal akomodasi dan logistik mengingat banyaknya mahasiswa yang berasal dari berbagai kota di berbagai provinsi. Pengembangan Dormitory Residential Management System (DRMS) harus dapat mengakomodasi proses pendaftaran, pembayaran, dan pemesanan dari mahasiswa secara online dan mendukung staf untuk mengontrol dan mengelola program atau kegiatan yang terintegrasi berdasarkan jadwal yang telah ditentukan. Selain itu, sistem ini juga memungkinkan proses pemantauan untuk tujuan pelaporan dan pemberitahuan atau konfirmasi kegiatan atau proses alokasi tertentu. Penelitian ini menyelidiki beberapa sistem yang digunakan oleh universitas ternama untuk mengidentifikasi tingkat kepuasan mahasiswa. Menariknya, ada banyak bukti yang menunjukkan tingkat kepuasan yang rendah dari mahasiswa terhadap layanan yang ditawarkan oleh universitas untuk DRMS. © 2018 IEEE.",['SDG17'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
